INDEX,,,5. EMPLOYMENT: Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,
440,5.2,440-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,5.8,6.4,11.6,12.1,10.7,10.2,10.5,11.0,11.3,11.8,12.4,13.1,14.5,14.9,14.9,13.2,12.9,..,,,,,,,,,,,,
440,5.3,440-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,4.3,4.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
440,5.4,440-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,8.0,12.4,11.0,12.7,12.3,12.7,12.7,12.0,12.6,13.1,13.6,12.5,13.1,14.8,15.7,15.2,16.4,..,,,,,,,,,,,,
440,5.5,440-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,9.5,8.1,10.5,10.8,9.8,8.8,9.3,9.1,9.2,10.1,10.3,11.1,10.3,9.6,9.3,8.0,7.6,..,,,,,,,,,,,,
440,5.6,440-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,1.1,0.9,1.1,1.5,1.2,1.3,1.3,1.5,1.6,1.8,2.0,2.2,2.5,2.9,2.7,2.5,2.6,2.8,3.0,3.1,3.3,3.3,3.4,3.2,4.6,2.8,2.5,..,,,,,,,,,,,,
440,5.7,440-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,6.9,7.9,11.2,5.7,6.2,6.6,5.3,5.5,6.0,8.0,6.7,7.2,6.0,6.5,6.9,5.2,6.1,..,,,,,,,,,,,,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5.1,442-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
442,5.2,442-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
442,5.3,442-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
442,5.4,442-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
442,5.5,442-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
442,5.6,442-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
442,5.7,442-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding part-time employees.
2/ Hotels and guest houses.
3/ Restaurants and similar establishments.
4/ Establishments providing passenger transport services. Establishments providing passenger transport services. Each vehicle for land passenger transport is counted as one establishment when it is registered in the name of an individual.
5/ The main establishment, branches and service counters of a travel agency are combined and counted as one single statistical unit since 2016.
6/ Gaming enterprises.",,,,,,,,,,,
446,5.1,446-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,25.6,26.0,91.3,96.9,98.5,102.1,113.5,125.9,132.7,140.0,145.6,150.6,152.1,155.9,158.9,144.8,137.4,..,,,,,,,,,,,,
446,5.2,446-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,2/,..,..,..,..,..,..,..,..,..,..,..,14.2,23.4,26.5,26.3,26.7,33.1,39.5,39.9,39.5,45.3,49.6,49.4,50.8,51.9,43.0,40.1,..,,,,,,,,,,,,
446,5.3,446-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
446,5.4,446-5.4,,,,Food and beverage serving activities,,Thousands,3/,..,..,..,..,..,..,..,..,..,..,14.6,..,16.9,19.0,19.7,22.2,21.2,22.0,26.1,30.4,32.3,32.6,32.7,33.6,34.0,32.8,32.2,..,,,,,,,,,,,,
446,5.5,446-5.5,,,,Passenger transportation,,Thousands,4/,..,..,..,..,..,..,..,..,..,..,9.4,10.1,5.1,6.0,6.7,6.4,6.7,6.9,7.0,8.1,7.3,8.3,8.9,9.8,10.1,8.7,7.6,..,,,,,,,,,,,,
446,5.6,446-5.6,,,,Travel agencies and other reservation services activities,,Thousands,5/,..,..,..,..,..,..,..,..,..,..,1.6,1.7,2.3,2.8,2.9,3.0,3.4,3.7,3.9,4.2,4.5,4.3,4.5,4.5,4.7,3.7,2.7,..,,,,,,,,,,,,
446,5.7,446-5.7,,,,Other tourism industries,,Thousands,6/,..,..,..,..,..,..,..,..,..,..,..,..,43.7,42.7,42.8,43.7,49.1,53.8,55.8,57.8,56.2,55.8,56.6,57.2,58.2,56.6,54.8,..,,,,,,,,,,,,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,5.1,450-5.1,,,Total,,,Thousands,,13.4,13.7,14.0,14.4,15.6,16.9,17.6,17.6,18.6,19.8,21.2,22.3,24.2,25.7,27.3,29.4,31.2,34.3,36.7,38.0,39.4,41.1,44.5,46.0,47.4,40.5,50.9,..,,,,,,,,,,,,
450,5.2,450-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,10.9,11.1,11.3,11.7,12.6,13.6,14.0,14.0,14.8,15.9,16.9,17.8,19.4,20.6,22.0,23.8,25.4,28.3,30.4,31.5,32.7,33.8,36.6,37.8,39.1,40.4,42.5,..,,,,,,,,,,,,
450,5.3,450-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
450,5.4,450-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
450,5.5,450-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
450,5.6,450-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,2.5,2.6,2.7,2.7,2.9,3.2,3.6,3.6,3.8,3.9,4.3,4.5,4.9,5.0,5.3,5.5,5.8,6.0,6.3,6.5,6.7,7.3,7.9,8.2,8.3,0.1,8.5,..,,,,,,,,,,,,
450,5.7,450-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,5.1,454-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,5.2,454-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,5.3,454-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,5.4,454-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,5.5,454-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,5.6,454-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
454,5.7,454-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,5.1,458-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,094.7","2,478.4","2,565.6","2,676.0","2,859.9","2,898.8","3,181.8","3,308.6","3,471.1","3,561.8","3,457.5","3,520.2",..,,,,,,,,,,,,
458,5.2,458-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,84.1,..,81.8,85.2,91.3,99.0,99.7,103.4,101.0,104.6,176.2,176.1,188.7,180.8,231.2,184.1,207.4,210.5,222.4,233.8,208.5,196.4,..,,,,,,,,,,,,
458,5.3,458-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
458,5.4,458-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,647.6,743.4,746.4,831.7,900.7,912.7,"1,002.6","1,087.0","1,183.0","1,237.7","1,191.6","1,245.5",..,,,,,,,,,,,,
458,5.5,458-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143.5,139.5,152.9,153.5,154.6,159.2,164.5,162.5,171.3,177.3,165.2,162.1,..,,,,,,,,,,,,
458,5.6,458-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,11.8,..,12.1,12.3,13.0,14.9,15.0,..,18.2,..,22.8,33.5,28.0,31.7,37.4,32.7,35.8,40.1,38.7,40.7,34.1,26.3,..,,,,,,,,,,,,
458,5.7,458-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,104.6","1,385.9","1,449.6","1,478.3","1,536.0","1,610.1","1,771.5","1,808.5","1,855.7","1,872.3","1,858.1","1,889.9",..,,,,,,,,,,,,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,5.1,462-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
462,5.2,462-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
462,5.3,462-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
462,5.4,462-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
462,5.5,462-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
462,5.6,462-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
462,5.7,462-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,5.1,466-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.8,31.1,31.6,..,..,..,..,..,..,..,..,,,,,,,,,,,,
466,5.2,466-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6,8.9,10.5,13.3,..,..,..,..,..,..,..,,,,,,,,,,,,
466,5.3,466-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
466,5.4,466-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
466,5.5,466-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
466,5.6,466-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
466,5.7,466-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.2,22.2,21.1,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,5.1,470-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,5.2,470-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,5.3,470-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,5.4,470-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,5.5,470-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,5.6,470-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
470,5.7,470-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,5.1,584-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,5.2,584-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,5.3,584-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,5.4,584-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,5.5,584-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,5.6,584-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
584,5.7,584-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,5.1,474-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,10.2,..,..,..,..,10.5,10.5,10.5,10.5,..,..,..,11.8,11.8,11.9,11.9,11.9,,,,,,,,,,,,
474,5.2,474-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,2.2,..,..,..,..,1.6,1.6,1.6,1.6,..,..,..,1.1,1.1,1.1,1.1,1.1,,,,,,,,,,,,
474,5.3,474-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..,0.8,0.8,0.8,0.8,..,..,..,2.1,2.1,2.1,2.1,2.1,,,,,,,,,,,,
474,5.4,474-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,3.0,..,..,..,..,3.9,3.9,3.9,3.9,..,..,..,3.3,3.3,3.3,3.3,3.3,,,,,,,,,,,,
474,5.5,474-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,1.4,1.4,1.4,1.4,..,..,..,2.3,2.3,2.3,2.3,2.3,,,,,,,,,,,,
474,5.6,474-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,0.2,..,..,..,..,0.2,0.2,0.2,0.2,..,..,..,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,
474,5.7,474-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,2.6,..,..,..,..,2.7,2.7,2.7,2.7,..,..,..,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,5.1,478-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
478,5.2,478-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
478,5.3,478-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
478,5.4,478-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
478,5.5,478-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
478,5.6,478-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
478,5.7,478-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Data relate to large establishments (i.e employing 10 or more persons) of the tourism sector.,,,,,,,,,,,
480,5.1,480-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,25.8,26.6,29.1,27.7,27.7,28.6,29.2,29.4,29.6,29.6,30.8,31.1,31.4,31.6,32.3,27.9,27.6,,,,,,,,,,,,
480,5.2,480-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,19.5,20.5,22.7,20.9,21.3,21.8,22.2,22.4,22.6,22.6,23.6,24.2,24.4,24.5,25.0,21.7,21.8,,,,,,,,,,,,
480,5.3,480-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
480,5.4,480-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,1.8,1.7,2.1,2.6,2.6,2.7,3.0,3.2,3.3,3.3,3.4,3.2,3.4,3.5,3.7,3.5,3.1,,,,,,,,,,,,
480,5.5,480-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
480,5.6,480-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,4.5,4.4,4.3,4.2,3.9,4.1,3.9,3.9,3.8,3.8,3.8,3.7,3.6,3.5,3.6,2.7,2.7,,,,,,,,,,,,
480,5.7,480-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The information does not correspond to employment, strictly speaking, but to equivalent remunerated jobs needed for the production of goods and services related with tourism activities. Source: ""Cuenta Satélite de Turismo de México, cambio de año base a 2008"".",,,,,,,,,,,
484,5.1,484-5.1,,,Total,,,Thousands,1/,"2,231.7","2,191.5","2,247.6","2,328.6","2,356.7","2,431.2","2,422.4","2,363.7","2,354.0","2,406.4","2,426.5","2,441.5","2,469.5","2,477.0","2,430.2","2,442.1","2,464.1","2,496.5","2,533.6","2,527.9","2,548.9","2,571.8","2,567.0","2,522.3","2,609.8","2,326.7","2,519.8",..,,,,,,,,,,,,
484,5.2,484-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,211.3,213.1,225.6,236.2,234.5,236.5,225.9,217.0,214.0,210.6,208.3,205.6,207.0,205.6,190.7,199.6,193.6,191.2,195.9,197.7,202.5,205.1,204.4,204.7,203.9,168.9,212.4,..,,,,,,,,,,,,
484,5.3,484-5.3,,,,Other accommodation services,,Thousands,,7.0,9.6,11.5,14.6,16.0,16.5,17.6,20.1,23.2,24.5,24.1,24.0,24.5,25.9,32.9,30.5,39.4,39.6,39.6,40.4,44.4,54.5,53.7,61.9,64.5,123.7,103.7,..,,,,,,,,,,,,
484,5.4,484-5.4,,,,Food and beverage serving activities,,Thousands,,709.8,678.9,686.3,696.6,699.1,725.6,725.1,703.0,696.2,703.8,711.5,708.2,712.8,719.5,707.9,702.2,700.6,711.3,716.7,698.1,703.1,707.7,674.0,691.6,708.0,584.5,644.5,..,,,,,,,,,,,,
484,5.5,484-5.5,,,,Passenger transportation,,Thousands,,421.4,442.5,461.2,487.1,496.9,521.3,530.2,515.7,510.6,522.7,527.4,529.0,543.9,538.8,534.6,542.4,546.9,549.2,554.2,563.0,575.6,586.7,599.8,610.3,613.3,530.5,538.9,..,,,,,,,,,,,,
484,5.6,484-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,20.9,23.8,26.1,27.4,28.2,29.6,28.9,28.2,29.2,31.4,31.5,32.1,33.4,33.9,31.8,31.7,32.3,34.0,34.3,33.9,33.8,28.0,28.9,27.1,26.6,22.7,25.6,..,,,,,,,,,,,,
484,5.7,484-5.7,,,,Other tourism industries,,Thousands,,861.5,823.5,837.0,866.7,882.0,901.6,894.7,879.7,880.7,913.4,923.7,942.5,947.9,953.2,932.4,935.5,951.3,971.2,993.0,994.7,989.6,989.8,"1,006.2",926.8,993.6,896.4,994.7,..,,,,,,,,,,,,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,5.1,583-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
583,5.2,583-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
583,5.3,583-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
583,5.4,583-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,
